"Time","Event","Status","IP","Location","InternetProvider","AppVersion","Device","Protection"
"2024-06-01T06:16:54.000Z","Sign in success","success","72.49.71.115","Ohio, United States","Cincinnati Bell","web-vpn-settings@5.0.108.1","Firefox, Windows","OK"
"2024-06-01T06:15:51.000Z","Sign in success","success","72.49.71.115","Ohio, United States","Cincinnati Bell","windows-bridge@3.4.2","Thunderbird, Windows","OK"
"2024-05-18T03:07:53.000Z","Sign in success","success","72.49.71.115","Ohio, United States","Cincinnati Bell","ios-vpn@5.3.0","ProtonVPN, iPhone 13","OK"
"2024-03-17T02:21:13.000Z","Sign in success","success","149.102.224.178","Florida, United States","Cogent Communications","web-account@5.0.101.0","Firefox, MacOS","OK"
"2024-03-17T02:18:43.000Z","Sign in success","success","149.102.224.178","Florida, United States","Cogent Communications","macos-mail@5.0.101.0","Electron, MacOS","OK"
"2024-01-25T02:55:36.000Z","Sign in success","success","74.83.219.70","Ohio, United States","Cincinnati Bell","web-account@5.0.84.1","Firefox, MacOS","OK"
"2024-01-23T17:59:21.000Z","Sign in success","success","205.132.83.150","Kentucky, United States","St. Elizabeth Medical Center","ios-vpn@5.1.3","ProtonVPN, iPhone 13","OK"
"2024-01-23T17:58:58.000Z","Sign in failure (wrong password) (attempt)","failure","205.132.83.150","Kentucky, United States","St. Elizabeth Medical Center","ios-vpn@5.1.3","ProtonVPN, iPhone 13","Blocked"
"2024-01-23T17:31:39.000Z","Sign in success","success","205.132.83.150","Kentucky, United States","St. Elizabeth Medical Center","ios-vpn@5.1.3","ProtonVPN, iPhone 13 Pro","OK"
"2024-01-22T23:48:03.000Z","Sign in success","success","205.132.83.150","Kentucky, United States","St. Elizabeth Medical Center","macos-vpn@4.1.1","ProtonVPN, MacOS","OK"
"2024-01-22T00:42:41.000Z","Sign in success","success","74.83.219.70","Ohio, United States","Cincinnati Bell","web-account@5.0.84.1","Firefox, MacOS","OK"
"2024-01-22T00:25:39.000Z","Authentication success","success","","","","web-account@5.0.84.1","","OK"
"2024-01-22T00:25:34.000Z","Authentication failure (wrong password) (attempt)","failure","","","","web-account@5.0.84.1","","Blocked"
"2024-01-22T00:24:28.000Z","Authentication failure (wrong password) (attempt)","failure","","","","web-account@5.0.84.1","","Blocked"
"2024-01-22T00:06:22.000Z","Created contact key","success","","","","web-account@5.0.84.1","",""
"2024-01-22T00:06:04.000Z","Created address key","success","","","","web-account@5.0.84.1","",""
"2024-01-22T00:04:17.000Z","Sign in success","success","","","","web-account@5.0.84.1","Firefox, Windows","OK"
"2024-01-21T22:49:07.000Z","Sign in success","success","","","","windows-bridge@3.8.1","Thunderbird, Windows","OK"
"2024-01-21T22:39:19.000Z","Sign in success","success","","","","web-account@5.0.84.1","Firefox, MacOS","OK"
"2024-01-21T17:30:33.000Z","Sign in success","success","","","","ios-mail@4.10.1.9228","ProtonMail, iPhone 13","OK"
"2024-01-21T17:29:53.000Z","Sign in failure (wrong password) (attempt)","failure","","","","ios-mail@4.10.1.9228","ProtonMail, iPhone 13","Blocked"
"2024-01-21T17:17:56.000Z","Sign in success","success","","","","macos-bridge@3.8.1","Thunderbird","OK"
"2024-01-21T17:09:25.000Z","Sign in success","success","","","","web-account@5.0.84.1","Firefox, MacOS","OK"
"2024-01-21T17:08:01.000Z","Sign in failure (wrong password) (attempt)","failure","","","","web-account@5.0.84.1","Firefox, MacOS","Blocked"
"2024-01-21T17:06:02.000Z","Sign in success","success","","","","web-account@5.0.84.1","Firefox, MacOS","OK"
"2024-01-21T17:05:28.000Z","Sign out","success","","","","web-account@5.0.84.1","",""
"2024-01-21T17:00:02.000Z","Sign out","success","","","","web-account@5.0.84.1","",""
"2024-01-21T16:59:53.000Z","Sign in success","success","","","","web-account@5.0.84.1","Firefox, MacOS","OK"
"2024-01-21T16:58:25.000Z","Created address key","success","","","","web-account@5.0.84.1","",""
"2024-01-21T16:58:24.000Z","Authentication success","success","","","","web-account@5.0.84.1","","OK"
"2024-01-21T16:58:05.000Z","Authentication failure (wrong password) (attempt)","failure","","","","web-account@5.0.84.1","","Blocked"
"2024-01-21T16:36:48.000Z","Mailbox password change","success","","","","web-account@5.0.84.1","Firefox, MacOS","OK"
"2024-01-21T16:36:42.000Z","Authentication success","success","","","","web-account@5.0.84.1","","OK"
"2024-01-21T16:36:34.000Z","Authentication failure (wrong password) (attempt)","failure","","","","web-account@5.0.84.1","","Blocked"
"2024-01-21T16:36:27.000Z","Account password change","success","","","","web-account@5.0.84.1","Firefox, MacOS","OK"
"2024-01-21T16:36:19.000Z","Authentication success","success","","","","web-account@5.0.84.1","","OK"
"2024-01-21T16:35:53.000Z","Authentication success","success","","","","web-account@5.0.84.1","","OK"
"2024-01-21T16:35:44.000Z","Authentication failure (wrong password) (attempt)","failure","","","","web-account@5.0.84.1","","Blocked"
"2024-01-21T16:35:02.000Z","Account password change","success","","","","web-account@5.0.84.1","Firefox, MacOS","OK"
"2024-01-21T16:35:02.000Z","Two password mode enabled","success","","","","web-account@5.0.84.1","Firefox, MacOS","OK"
"2024-01-21T16:34:36.000Z","Authentication success","success","","","","web-account@5.0.84.1","","OK"
"2024-01-21T16:25:36.000Z","Sign out","success","","","","web-account@5.0.84.1","",""
"2024-01-21T16:25:35.000Z","Sign in success","success","","","","web-account@5.0.84.1","Firefox, Windows","OK"
"2024-01-21T16:20:13.000Z","Sign out","success","","","","web-account@5.0.84.1","",""
"2024-01-21T16:20:12.000Z","Sign in success","success","","","","web-account@5.0.84.1","Firefox, Windows","OK"
"2024-01-21T16:02:12.000Z","Proton Sentinel enabled","success","","","","web-account@5.0.84.1","",""
"2024-01-21T16:01:18.000Z","Sign in success","success","","","","web-account@5.0.84.1","","OK"
"2024-01-21T02:11:15.000Z","Sign in success","success","","","","ios-drive@1.15.0.6351","","OK"
"2024-01-21T02:10:17.000Z","Sign in failure (wrong password) (attempt)","failure","","","","ios-drive@1.15.0.6351","","Blocked"
"2024-01-21T02:04:13.000Z","Sign in success","success","","","","web-account@5.0.84.1","","OK"
"2023-12-05T01:33:36.000Z","Sign out","success","","","","web-account@5.0.74.1","",""
"2023-12-05T01:33:34.000Z","Sign in success","success","","","","web-account@5.0.74.1","","OK"
"2023-12-05T01:32:39.000Z","Sign in success","success","","","","web-account@5.0.74.1","","OK"
"2023-12-01T01:35:05.000Z","Sign in success","success","","","","windows-bridge@3.6.1","","OK"
"2023-12-01T01:24:45.000Z","Sign in failure (wrong password) (attempt)","failure","","","","windows-bridge@3.6.1","","Blocked"
"2023-11-24T03:32:07.000Z","Sign in success","success","","","","web-vpn-settings@5.0.60.0","","OK"
"2023-11-24T03:28:55.000Z","Sign in success","success","","","","web-vpn-settings@5.0.60.0","","OK"
"2023-11-22T22:18:13.000Z","Sign in success","success","","","","web-account@5.0.69.1","","OK"
"2023-10-27T23:27:51.000Z","Sign in success","success","","","","ios-vpn@4.4.2","","OK"
"2023-10-27T23:26:17.000Z","Sign in failure (wrong password) (attempt)","failure","","","","ios-vpn@4.4.2","","Blocked"
"2023-10-26T22:18:43.000Z","Sign in failure (wrong password) (attempt)","failure","","","","windows-drive@5.0.62.0","","Blocked"
"2023-09-10T03:09:42.000Z","Sign in success","success","","","","windows-bridge@3.4.2","","OK"
"2023-07-17T01:41:31.000Z","Sign in success","success","","","","macos-bridge@3.3.2","","OK"
"2023-07-17T01:40:53.000Z","Sign out","success","","","","macos-bridge@3.3.2","",""
"2023-07-12T15:03:12.000Z","Sign in success","success","","","","macos-vpn@3.1.4","",""
"2023-07-12T15:02:23.000Z","Sign in success","success","","","","macos-bridge@3.3.0","",""
"2023-07-09T14:58:38.000Z","Sign in success","success","","","","ios-mail@4.6.0.8210","",""
"2023-07-09T14:58:09.000Z","Sign in failure (wrong password)","failure","","","","ios-mail@4.6.0.8210","",""
"2023-07-09T14:56:20.000Z","Sign in success","success","","","","web-account@5.0.40.2","",""
"2023-07-09T14:55:25.000Z","Sign in success","success","","","","ios-mail@4.6.0.8210","",""
"2023-07-09T14:55:06.000Z","Sign in failure (wrong password)","failure","","","","ios-mail@4.6.0.8210","",""
"2023-07-09T14:54:59.000Z","Sign in failure (wrong password)","failure","","","","ios-mail@4.6.0.8210","",""
"2023-05-04T19:15:41.000Z","Sign in success","success","","","","ios-vpn@4.2.0","",""
"2023-05-04T19:15:21.000Z","Sign in failure (wrong password)","failure","","","","ios-vpn@4.2.0","",""
"2023-04-22T01:21:11.000Z","Sign in success","success","","","","macOSBridge_2.1.3","",""
"2023-04-22T01:18:31.000Z","Sign in success","success","","","","macos-bridge@3.1.1","",""
"2023-03-26T19:49:59.000Z","Sign in success","success","","","","macos-vpn@3.0.13","",""
"2023-03-25T05:25:19.000Z","Sign in success","success","","","","macos-bridge@3.0.21","",""
"2023-02-22T04:51:33.000Z","Sign in success","success","","","","web-account@5.0.17.5","",""
"2023-02-21T02:45:35.000Z","Sign in success","success","","","","macos-bridge@3.0.16","",""
"2023-02-20T01:58:22.000Z","Sign out","success","","","","macos-bridge@3.0.16","",""
"2023-02-07T00:31:48.000Z","Sign in success","success","","","","macos-bridge@3.0.10","",""
"2023-02-07T00:31:19.000Z","Sign out","success","","","","macos-bridge@3.0.10","",""
"2023-01-18T21:57:07.000Z","Sign in success","success","","","","ios-calendar@2.0.2","",""
"2023-01-18T21:56:28.000Z","Sign in failure (wrong password)","failure","","","","ios-calendar@2.0.2","",""
"2023-01-18T21:56:18.000Z","Sign in failure (wrong password)","failure","","","","ios-calendar@2.0.2","",""
"2023-01-14T00:49:19.000Z","Sign in success","success","","","","web-account@5.0.16.6","",""
"2023-01-11T02:45:05.000Z","Sign in success","success","","","","macos-bridge@3.0.9","",""
"2023-01-11T00:39:03.000Z","Sign out","success","","","","macOSBridge_2.4.8","",""
"2022-12-23T13:39:04.000Z","Sign in success","success","","","","web-account@5.0.16.1","",""
"2022-12-16T03:06:42.000Z","Sign in success","success","","","","web-account@5.0.15.2","",""
"2022-12-07T19:34:16.000Z","Sign in success","success","","","","macOSBridge_2.4.8","",""
"2022-12-01T04:56:52.000Z","Sign out","success","","","","macOSBridge_2.4.8","",""
"2022-10-29T05:05:28.000Z","Sign in success","success","","","","macOSBridge_2.4.3","",""
"2022-10-07T01:00:48.000Z","Sign in success","success","","","","macOSBridge_2.3.0","",""
"2022-09-28T14:58:32.000Z","Sign out","success","","","","macOSBridge_2.3.0","",""
"2022-09-27T13:03:19.000Z","Sign in success","success","","","","macOSBridge_2.3.0","",""
"2022-09-27T13:03:07.000Z","Sign in success","success","","","","macOSBridge_2.2.2","",""
"2022-09-27T13:01:12.000Z","Sign out","success","","","","macOSBridge_2.1.3","",""
"2022-06-14T00:58:51.000Z","Sign in success","success","","","","macOSBridge_2.1.3","",""
"2022-06-09T23:34:59.000Z","Sign out","success","","","","macOSBridge_2.1.3","",""
"2022-06-07T01:05:38.000Z","Sign in success","success","","","","macOSBridge_2.1.3","",""
"2022-05-29T19:56:25.000Z","Sign in success","success","","","","macOSVPN_3.0.0","",""
"2022-05-29T19:53:25.000Z","Sign in success","success","","","","web-account@5.0.1.1","",""
"2022-05-06T00:14:18.000Z","Sign in success","success","","","","iOS_3.1.4","",""
"2022-05-06T00:13:55.000Z","Sign in failure (wrong password)","failure","","","","iOS_3.1.4","",""
"2022-05-06T00:13:46.000Z","Sign out","success","","","","iOS_3.1.4","",""
"2022-04-29T13:18:06.000Z","Recovery email address changed","success","","","","iOS_3.1.4","",""
"2022-04-29T13:18:06.000Z","Authentication success","success","","","","iOS_3.1.4","",""
"2022-04-29T13:17:43.000Z","Authentication failure (wrong password)","failure","","","","iOS_3.1.4","",""
"2022-04-29T13:15:37.000Z","Sign in success","success","","","","iOS_3.1.4","",""
"2022-04-29T13:15:18.000Z","Sign in failure (wrong password)","failure","","","","iOS_3.1.4","",""
"2022-04-29T13:14:47.000Z","Sign in failure (wrong password)","failure","","","","iOS_3.1.4","",""
"2022-04-29T13:14:32.000Z","Sign in failure (wrong password)","failure","","","","iOS_3.1.4","",""
"2022-04-29T13:14:18.000Z","Sign out","success","","","","iOS_3.1.4","",""
"2022-03-24T02:30:36.000Z","Sign in success","success","","","","iOS_1.15.11","",""
"2022-03-02T20:45:03.000Z","Sign in success","success","","","","macOSBridge_2.1.1","",""
"2022-02-24T01:01:30.000Z","Sign out","success","","","","macOSBridge_2.1.0","",""
"2022-01-19T16:20:49.000Z","Sign in success","success","","","","iOS_1.15.10","",""
"2022-01-18T13:29:38.000Z","Sign in success","success","","","","WebAccount_4.15.7","",""
"2022-01-08T19:37:32.000Z","Sign in success","success","","","","WindowsBridge_1.8.10","",""
"2021-10-14T01:00:53.000Z","Sign in success","success","","","","iOS_1.15.4","",""
"2021-09-22T17:45:46.000Z","Sign in success","success","","","","macOSBridge_1.8.7","",""
"2021-09-22T16:25:14.000Z","Sign out","success","","","","macOSBridge_1.8.7","",""
"2021-09-11T14:52:27.000Z","Sign in success","success","","","","macOSBridge_1.8.7","",""
"2021-09-04T13:58:11.000Z","Sign out","success","","","","macOSBridge_1.8.7","",""
"2021-07-28T03:55:05.000Z","Sign in success","success","","","","macOSBridge_1.8.7","",""
"2021-07-27T12:11:58.000Z","Sign out","success","","","","macOSBridge_1.8.7","",""
"2021-07-17T03:51:09.000Z","Sign in success","success","","","","macOSBridge_1.8.7","",""
"2021-07-16T19:36:41.000Z","Sign out","success","","","","macOSBridge_1.8.7","",""
"2021-06-13T17:27:17.000Z","Sign in success","success","","","","WebVPNSettings_4.1.63","",""
"2021-06-13T17:06:38.000Z","Sign in success","success","","","","macOSVPN_1.9.3","",""
"2021-06-13T17:05:35.000Z","Sign in success","success","","","","WebVPNSettings_4.1.63","",""
"2021-06-13T17:04:54.000Z","Sign in success","success","","","","WebAccount_4.2.12","",""
"2021-06-10T23:21:11.000Z","Sign in success","success","","","","macOSVPN_1.9.3","",""
"2021-06-10T23:19:02.000Z","Sign in success","success","","","","WebVPNSettings_4.1.62","",""
"2021-06-10T23:17:42.000Z","Sign in success","success","","","","WebAccount_4.2.10","",""
"2021-06-10T22:44:31.000Z","Sign in success","success","","","","iOSVPN_2.4.0","",""
"2021-06-10T22:39:41.000Z","Sign in success","success","","","","WebVPNSettings_4.1.62","",""
"2021-06-10T22:13:13.000Z","Sign in success","success","","","","iOS_1.14.1","",""
"2021-06-06T18:28:46.000Z","Sign in success","success","","","","macOSBridge_1.8.2","",""
"2021-06-06T18:04:46.000Z","Sign out","success","","","","macOSBridge_1.8.2","",""
"2021-06-06T16:32:07.000Z","Sign in success","success","","","","iOS_1.14.1","",""
"2021-04-14T22:41:32.000Z","Sign in success","success","","","","Web_3.16.61","",""
"2021-04-03T05:37:10.000Z","Sign in success","success","","","","Web_3.16.60","",""
"2021-03-12T13:29:49.000Z","Sign in failure (wrong password)","failure","","","","WebVPNSettings_4.1.19","",""
"2021-03-02T07:44:41.000Z","Sign in success","success","","","","Web_3.16.58","",""
"2021-02-08T07:19:29.000Z","Sign in failure (wrong password)","failure","","","","AndroidVPN_2.4.31.0+play","",""
"2021-01-20T04:33:20.000Z","Sign in success","success","","","","Bridge_1.4.5","",""
"2021-01-20T04:32:33.000Z","Sign out","success","","","","Bridge_1.4.5","",""
"2021-01-17T23:25:21.000Z","Sign in failure (wrong password)","failure","","","","WebVPNSettings_4.1.19","",""
"2021-01-12T23:23:29.000Z","Sign in failure (wrong password)","failure","","","","AndroidVPN_2.4.31.0+play","",""
"2020-11-08T17:56:55.000Z","Sign in success","success","","","","Web_3.16.39","",""
"2020-11-03T14:09:37.000Z","Sign in success","success","","","","iOS_1.12.4","",""
"2020-10-14T00:00:37.000Z","Sign in success","success","","","","iOS_1.12.3","",""
"2020-10-14T00:00:13.000Z","Sign in failure (wrong password)","failure","","","","iOS_1.12.3","",""
"2020-10-12T22:52:33.000Z","Sign out","success","","","","iOS_1.12.3","",""
"2020-09-22T21:32:57.000Z","Sign in success","success","","","","iOS_1.12.3","",""
"2020-09-14T18:27:51.000Z","Sign in success","success","","","","iOS_1.12.3","",""
"2020-09-04T20:58:53.000Z","Sign in success","success","","","","iOS_1.12.3","",""
"2020-09-04T20:57:50.000Z","Sign out","success","","","","iOS_1.12.3","",""
"2020-08-15T17:01:41.000Z","Sign in success","success","","","","iOS_1.12.2","",""
"2020-07-30T04:07:48.000Z","Sign in success","success","","","","Bridge_1.2.7","",""
"2020-07-30T04:06:43.000Z","Sign out","success","","","","Bridge_1.2.7","",""
"2020-07-30T03:58:19.000Z","Sign in success","success","","","","Bridge_1.2.7","",""
"2020-07-30T03:58:02.000Z","Sign out","success","","","","Bridge_1.2.7","",""
"2020-07-30T03:44:35.000Z","Sign in success","success","","","","Bridge_1.2.7","",""
"2020-05-24T02:32:57.000Z","Sign in success","success","","","","Bridge_1.2.3","",""
"2020-05-24T02:32:18.000Z","Sign in failure (wrong password)","failure","","","","Bridge_1.2.3","",""
"2020-03-20T00:25:14.000Z","Sign in success","success","","","","Bridge_1.2.5","",""
"2020-03-20T00:19:44.000Z","Sign out","success","","","","Bridge_1.2.3","",""
"2020-03-20T00:14:08.000Z","Sign in success","success","","","","Bridge_1.2.3","",""
"2020-02-16T14:23:14.000Z","Sign in success","success","","","","Web_3.16.20","",""
"2020-02-12T03:08:44.000Z","Sign in success","success","","","","Bridge_1.2.3","",""
"2020-02-12T03:08:21.000Z","Sign in failure (wrong password)","failure","","","","Bridge_1.2.3","",""
"2020-02-12T03:07:54.000Z","Sign in failure (wrong password)","failure","","","","Bridge_1.2.3","",""
"2020-02-12T03:07:19.000Z","Sign in failure (wrong password)","failure","","","","Bridge_1.2.3","",""
"2020-02-12T03:06:51.000Z","Sign in failure (wrong password)","failure","","","","Bridge_1.2.3","",""
"2019-11-12T22:10:36.000Z","Sign in success","success","","","","Bridge_1.2.3","",""
"2019-11-07T22:57:29.000Z","Sign in success","success","","","","iOS_1.11.13","",""
"2019-11-07T22:48:45.000Z","Sign in success","success","","","","Bridge_1.2.3","",""
"2019-11-07T22:44:34.000Z","Sign in success","success","","","","Bridge_1.2.3","",""
"2019-11-07T22:42:48.000Z","Sign out","success","","","","Web_3.16.6","",""
"2019-11-07T22:42:01.000Z","Sign in success","success","","","","Web_3.16.6","",""
"2019-11-07T22:39:36.000Z","Sign in success","success","","","","Bridge_1.2.3","",""
"2019-11-07T22:25:09.000Z","Sign in success","success","","","","Web_3.16.6","",""
"2019-11-04T12:50:39.000Z","Sign out","success","","","","Web_3.16.6","",""
"2019-11-04T12:50:15.000Z","Sign in success","success","","","","Web_3.16.6","",""
"2018-11-25T00:42:49.000Z","Sign in success","success","","","","","",""
